Year;Mes;Continent;Country_name;Code_target_class;Desc_target_class;ProblemasQC;Author_processed_Conocido;Author_processed_Desconocido;Code_attack_class_>1;Code_attack_class_CC;Code_attack_class_CE;Code_attack_class_CW;Code_attack_class_H;Code_attack_class_UK;NumeroAtaques
2017;8;Europa;Reino Unido;O;Public administration and defence, compulsory social security;False;0;1;0;0;1;0;0;0;1
2017;8;Europa;Reino Unido;Q;Human health and social work activities;False;0;2;0;1;0;0;1;0;2
2017;8;Europa;Reino Unido;S;Other service activities;False;0;1;0;1;0;0;0;0;1
2017;8;Europa;Rusia;Y;Multiple Industries;False;0;1;0;0;1;0;0;0;1
2017;8;Europa;Suecia;J;Information and communication;False;0;1;0;1;0;0;0;0;1
2017;8;Europa;Suiza;X;Individual;False;0;1;0;1;0;0;0;0;1
2017;8;Europa;Ucrania;J;Information and communication;False;0;1;0;1;0;0;0;0;1
2017;8;Europa;Ucrania;O;Public administration and defence, compulsory social security;False;0;1;0;1;0;0;0;0;1
2017;8;International;International;O;Public administration and defence, compulsory social security;False;2;1;0;0;3;0;0;0;3
2017;8;International;International;U;Activities of extraterritorial organizations and bodies;False;0;1;0;1;0;0;0;0;1
2017;8;International;International;X;Individual;False;1;21;0;22;0;0;0;0;22
2017;8;International;International;Y;Multiple Industries;False;2;6;0;6;2;0;0;0;8
2017;8;África;Kenia;O;Public administration and defence, compulsory social security;False;0;1;0;1;0;0;0;0;1
2017;9;América;Argentina;J;Information and communication;False;0;1;0;1;0;0;0;0;1
2017;9;América;Brasil;X;Individual;False;0;1;0;1;0;0;0;0;1
2017;9;América;Canadá;J;Information and communication;False;0;1;0;1;0;0;0;0;1
2017;9;América;Estados Unidos de América;G;Wholesale and retail trade;False;0;1;0;1;0;0;0;0;1
2017;9;América;Estados Unidos de América;I;Accommodation and food service activities;False;0;1;0;1;0;0;0;0;1
2017;9;América;Estados Unidos de América;J;Information and communication;False;0;1;0;1;0;0;0;0;1
2017;9;América;Estados Unidos de América;K;Financial and insurance activities;False;0;1;0;1;0;0;0;0;1
2017;9;América;Estados Unidos de América;N;Administrative and support service activities;False;0;1;0;1;0;0;0;0;1
2017;9;América;Estados Unidos de América;O;Public administration and defence, compulsory social security;False;0;4;0;3;1;0;0;0;4
2017;9;América;Estados Unidos de América;P;Education;False;1;2;0;3;0;0;0;0;3
2017;9;América;Estados Unidos de América;Q;Human health and social work activities;False;4;4;0;8;0;0;0;0;8
2017;9;América;Estados Unidos de América;R;Arts entertainment and recreation;False;1;3;0;4;0;0;0;0;4
2017;9;América;Estados Unidos de América;S;Other service activities;False;0;1;0;1;0;0;0;0;1
2017;9;América;Estados Unidos de América;X;Individual;False;0;1;0;1;0;0;0;0;1
2017;9;Asia;Camboya;O;Public administration and defence, compulsory social security;False;0;1;0;0;1;0;0;0;1
2017;9;Asia;Corea del Sur;X;Individual;False;0;1;0;0;1;0;0;0;1
2017;9;Asia;Emiratos Árabes Unidos;O;Public administration and defence, compulsory social security;False;0;1;0;1;0;0;0;0;1
2017;9;Asia;Hong kong;N;Administrative and support service activities;False;0;1;0;1;0;0;0;0;1
2017;9;Asia;India;J;Information and communication;False;0;1;0;1;0;0;0;0;1
2017;9;Asia;Singapur;K;Financial and insurance activities;False;0;1;0;1;0;0;0;0;1
2017;9;Asia;Singapur;O;Public administration and defence, compulsory social security;False;0;1;0;0;1;0;0;0;1
2017;9;Asia;Singapur;P;Education;False;0;1;0;1;0;0;0;0;1
2017;9;Asia;United Arab Emirates;O;Public administration and defence, compulsory social security;False;0;1;0;1;0;0;0;0;1
2017;9;Australia y Oceanía;Australia;O;Public administration and defence, compulsory social security;False;0;1;0;1;0;0;0;0;1
2017;9;Australia y Oceanía;Australia;P;Education;False;0;1;0;1;0;0;0;0;1
2017;9;Desconocido;Desconocido;J;Information and communication;False;0;1;0;0;1;0;0;0;1
2017;9;Europa;Alemania;N;Administrative and support service activities;False;0;1;0;0;0;1;0;0;1
2017;9;Europa;Dinamarca;O;Public administration and defence, compulsory social security;False;1;0;0;0;0;0;1;0;1
2017;9;Europa;Irlanda;P;Education;False;0;1;0;1;0;0;0;0;1
2017;9;Europa;Italia;X;Individual;False;0;1;0;1;0;0;0;0;1
2017;9;Europa;Países Bajos;V;Fintech;False;0;1;0;1;0;0;0;0;1
2017;9;Europa;Reino Unido;M;Professional scientific and technical activities;False;0;1;0;1;0;0;0;0;1
2017;9;Europa;Reino Unido;R;Arts entertainment and recreation;False;0;1;0;1;0;0;0;0;1
2017;9;Europa;Rusia;X;Individual;False;0;1;0;1;0;0;0;0;1
2017;9;Europa;Suiza;O;Public administration and defence, compulsory social security;False;1;0;0;0;1;0;0;0;1
2017;9;International;International;C;Manufacturing;False;1;0;0;1;0;0;0;0;1
2017;9;International;International;D;Electricity gas steam and air conditioning supply;False;1;0;0;0;1;0;0;0;1
2017;9;International;International;N;Administrative and support service activities;False;0;1;0;0;1;0;0;0;1
2017;9;International;International;V;Fintech;False;1;0;0;1;0;0;0;0;1
2017;9;International;International;X;Individual;False;0;17;0;17;0;0;0;0;17
2017;9;International;International;Y;Multiple Industries;False;1;4;0;4;1;0;0;0;5
2017;10;América;Estados Unidos de América;C;Manufacturing;False;0;1;0;1;0;0;0;0;1
2017;10;América;Estados Unidos de América;D;Electricity gas steam and air conditioning supply;False;2;0;0;1;1;0;0;0;2
2017;10;América;Estados Unidos de América;I;Accommodation and food service activities;False;0;2;0;2;0;0;0;0;2
2017;10;América;Estados Unidos de América;J;Information and communication;False;2;3;0;4;1;0;0;0;5
2017;10;América;Estados Unidos de América;K;Financial and insurance activities;False;0;1;0;1;0;0;0;0;1
2017;10;América;Estados Unidos de América;M;Professional scientific and technical activities;False;0;2;0;2;0;0;0;0;2
2017;10;América;Estados Unidos de América;O;Public administration and defence, compulsory social security;False;0;2;0;1;1;0;0;0;2
2017;10;América;Estados Unidos de América;Q;Human health and social work activities;False;1;8;0;9;0;0;0;0;9
2017;10;América;Estados Unidos de América;R;Arts entertainment and recreation;False;2;0;0;2;0;0;0;0;2
2017;10;América;Estados Unidos de América;S;Other service activities;False;0;1;0;1;0;0;0;0;1
2017;10;América;Estados Unidos de América;V;Fintech;False;0;1;0;1;0;0;0;0;1
2017;10;América;Estados Unidos de América;X;Individual;False;0;2;0;1;1;0;0;0;2
2017;10;América;Estados Unidos de América;Y;Multiple Industries;False;0;1;0;0;1;0;0;0;1
2017;10;América;Panamá;M;Professional scientific and technical activities;False;0;1;0;0;0;0;1;0;1
2017;10;Asia;China;V;Fintech;False;0;1;0;1;0;0;0;0;1
2017;10;Asia;Corea del Sur;C;Manufacturing;False;1;0;0;0;1;0;0;0;1
2017;10;Asia;Corea del Sur;V;Fintech;False;0;1;0;1;0;0;0;0;1
2017;10;Asia;Corea del Sur;Y;Multiple Industries;False;0;1;0;0;1;0;0;0;1
2017;10;Asia;Irán;X;Individual;False;0;1;0;1;0;0;0;0;1
2017;10;Asia;Japón;K;Financial and insurance activities;False;0;1;0;1;0;0;0;0;1
2017;10;Asia;Japón;Y;Multiple Industries;False;1;1;0;1;1;0;0;0;2
2017;10;Asia;Malasia;J;Information and communication;False;0;1;0;1;0;0;0;0;1
2017;10;Asia;Taiwán;K;Financial and insurance activities;False;0;1;0;1;0;0;0;0;1
2017;10;Asia;United Arab Emirates;O;Public administration and defence, compulsory social security;False;1;0;0;0;1;0;0;0;1
2017;10;Australia y Oceanía;Australia;I;Accommodation and food service activities;False;0;1;0;1;0;0;0;0;1
2017;10;Australia y Oceanía;Australia;O;Public administration and defence, compulsory social security;False;0;1;0;0;1;0;0;0;1
2017;10;Desconocido;Desconocido;J;Information and communication;False;1;1;0;2;0;0;0;0;2
2017;10;Europa;España;O;Public administration and defence, compulsory social security;False;0;1;0;0;0;0;1;0;1
2017;10;Europa;Irlanda;G;Wholesale and retail trade;False;0;1;0;1;0;0;0;0;1
2017;10;Europa;Italia;N;Administrative and support service activities;False;0;1;0;1;0;0;0;0;1
2017;10;Europa;Países Bajos;C;Manufacturing;False;0;1;0;1;0;0;0;0;1
2017;10;Europa;Reino Unido;K;Financial and insurance activities;False;0;1;0;1;0;0;0;0;1
2017;10;Europa;Reino Unido;Q;Human health and social work activities;False;1;0;0;1;0;0;0;0;1
2017;10;Europa;República Checa;O;Public administration and defence, compulsory social security;False;0;1;0;1;0;0;0;0;1
2017;10;Europa;Rusia;J;Information and communication;False;1;0;0;0;1;0;0;0;1
2017;10;Europa;Suecia;O;Public administration and defence, compulsory social security;False;0;2;0;2;0;0;0;0;2
2017;10;Europa;Ucrania;Y;Multiple Industries;False;0;1;0;0;0;1;0;0;1
2017;10;International;International;D;Electricity gas steam and air conditioning supply;False;1;0;0;0;0;0;1;0;1
2017;10;International;International;K;Financial and insurance activities;False;1;2;0;3;0;0;0;0;3
2017;10;International;International;O;Public administration and defence, compulsory social security;False;3;2;0;0;4;0;1;0;5
2017;10;International;International;X;Individual;False;2;18;0;19;1;0;0;0;20
2017;10;International;International;Y;Multiple Industries;False;2;4;0;3;3;0;0;0;6
2017;11;América;Canadá;K;Financial and insurance activities;False;0;1;0;1;0;0;0;0;1
2017;11;América;Canadá;O;Public administration and defence, compulsory social security;False;1;0;0;0;0;0;1;0;1
2017;11;América;Canadá;P;Education;False;0;1;0;1;0;0;0;0;1
2017;11;América;Canadá;S;Other service activities;False;0;1;0;1;0;0;0;0;1
2017;11;América;Estados Unidos de América;G;Wholesale and retail trade;False;0;1;0;1;0;0;0;0;1
2017;11;América;Estados Unidos de América;H;Transportation and storage;False;0;2;0;2;0;0;0;0;2
2017;11;América;Estados Unidos de América;J;Information and communication;False;0;2;0;2;0;0;0;0;2
2017;11;América;Estados Unidos de América;N;Administrative and support service activities;False;0;1;0;1;0;0;0;0;1
2017;11;América;Estados Unidos de América;O;Public administration and defence, compulsory social security;False;0;2;0;2;0;0;0;0;2
2017;11;América;Estados Unidos de América;P;Education;False;1;4;0;4;0;0;1;0;5
2017;11;América;Estados Unidos de América;Q;Human health and social work activities;False;0;1;0;1;0;0;0;0;1
2017;11;América;Estados Unidos de América;R;Arts entertainment and recreation;False;0;2;0;2;0;0;0;0;2
2017;11;América;Estados Unidos de América;V;Fintech;False;0;1;0;1;0;0;0;0;1
2017;11;América;Estados Unidos de América;X;Individual;False;1;3;0;4;0;0;0;0;4
2017;11;América;Panamá;V;Fintech;False;0;1;0;1;0;0;0;0;1
2017;11;Asia;Arabia Saudita;O;Public administration and defence, compulsory social security;False;1;0;0;0;1;0;0;0;1
2017;11;Asia;Corea del Norte;J;Information and communication;False;0;1;0;0;0;0;1;0;1
2017;11;Asia;Corea del Sur;O;Public administration and defence, compulsory social security;False;1;0;0;0;1;0;0;0;1
2017;11;Asia;Corea del Sur;R;Arts entertainment and recreation;False;0;1;0;0;1;0;0;0;1
2017;11;Asia;Hong kong;V;Fintech;False;0;1;0;1;0;0;0;0;1
2017;11;Asia;Israel;J;Information and communication;False;1;0;0;0;0;0;1;0;1
2017;11;Asia;Nepal;K;Financial and insurance activities;False;0;1;0;1;0;0;0;0;1
2017;11;Asia;Singapur;P;Education;False;0;1;0;1;0;0;0;0;1
2017;11;Australia y Oceanía;Australia;K;Financial and insurance activities;False;0;1;0;1;0;0;0;0;1
2017;11;Australia y Oceanía;Australia;R;Arts entertainment and recreation;False;0;1;0;1;0;0;0;0;1
2017;11;Australia y Oceanía;Australia;X;Individual;False;0;1;0;1;0;0;0;0;1
2017;11;Desconocido;Desconocido;S;Other service activities;False;1;0;0;0;0;0;1;0;1
2017;11;Desconocido;Desconocido;X;Individual;False;0;1;0;1;0;0;0;0;1
2017;11;Europa;Alemania;X;Individual;False;0;1;0;1;0;0;0;0;1
2017;11;Europa;Austria;K;Financial and insurance activities;False;0;1;0;1;0;0;0;0;1
2017;11;Europa;Austria;X;Individual;False;0;1;0;1;0;0;0;0;1
2017;11;Europa;Italia;O;Public administration and defence, compulsory social security;False;0;1;0;0;0;0;1;0;1
2017;11;Europa;Reino Unido;C;Manufacturing;False;0;1;0;1;0;0;0;0;1
2017;11;Europa;Reino Unido;G;Wholesale and retail trade;False;0;2;0;2;0;0;0;0;2
2017;11;Europa;Reino Unido;H;Transportation and storage;False;0;1;0;1;0;0;0;0;1
2017;11;Europa;Reino Unido;J;Information and communication;False;1;0;0;0;1;0;0;0;1
2017;11;Europa;Reino Unido;V;Fintech;False;0;1;0;1;0;0;0;0;1
2017;11;Europa;Reino Unido;X;Individual;False;2;1;0;2;0;1;0;0;3
2017;11;Europa;Rusia;X;Individual;False;0;1;0;1;0;0;0;0;1
2017;11;Europa;Suecia;J;Information and communication;False;0;1;0;0;0;0;1;0;1
2017;11;International;International;K;Financial and insurance activities;False;0;2;0;2;0;0;0;0;2
2017;11;International;International;N;Administrative and support service activities;False;0;1;0;0;0;0;1;0;1
2017;11;International;International;X;Individual;False;0;15;0;15;0;0;0;0;15
2017;11;International;International;Y;Multiple Industries;False;6;4;0;3;7;0;0;0;10
2017;11;África;Algeria;J;Information and communication;False;0;1;0;1;0;0;0;0;1
2017;11;África;Sudáfrica;J;Information and communication;False;0;1;0;1;0;0;0;0;1
2017;12;América;Brasil;G;Wholesale and retail trade;False;1;0;0;1;0;0;0;0;1
2017;12;América;Brasil;K;Financial and insurance activities;False;0;1;0;1;0;0;0;0;1
2017;12;América;Brasil;O;Public administration and defence, compulsory social security;False;0;1;0;0;0;0;1;0;1
2017;12;América;Canadá;C;Manufacturing;False;0;1;0;1;0;0;0;0;1
2017;12;América;Estados Unidos de América;C;Manufacturing;False;0;1;0;1;0;0;0;0;1
2017;12;América;Estados Unidos de América;I;Accommodation and food service activities;False;0;1;0;1;0;0;0;0;1
2017;12;América;Estados Unidos de América;J;Information and communication;False;0;1;0;1;0;0;0;0;1
2017;12;América;Estados Unidos de América;K;Financial and insurance activities;False;0;2;0;2;0;0;0;0;2
2017;12;América;Estados Unidos de América;N;Administrative and support service activities;False;0;1;0;1;0;0;0;0;1
2017;12;América;Estados Unidos de América;O;Public administration and defence, compulsory social security;False;0;5;0;5;0;0;0;0;5
2017;12;América;Estados Unidos de América;P;Education;False;0;5;0;5;0;0;0;0;5
2017;12;América;Estados Unidos de América;Q;Human health and social work activities;False;0;11;0;11;0;0;0;0;11
2017;12;América;Estados Unidos de América;V;Fintech;False;0;3;0;3;0;0;0;0;3
2017;12;América;Estados Unidos de América;X;Individual;False;0;6;0;6;0;0;0;0;6
2017;12;América;Islas Vírgenes Británicas;V;Fintech;False;0;1;0;1;0;0;0;0;1
2017;12;Asia;Arabia Saudita;D;Electricity gas steam and air conditioning supply;False;0;1;0;0;0;1;0;0;1
2017;12;Asia;Corea del Sur;V;Fintech;False;0;1;0;1;0;0;0;0;1
2017;12;Asia;Israel;X;Individual;False;1;0;0;0;1;0;0;0;1
2017;12;Asia;Japón;P;Education;False;0;1;0;1;0;0;0;0;1
2017;12;Australia y Oceanía;Australia;H;Transportation and storage;False;1;0;0;1;0;0;0;0;1
2017;12;Australia y Oceanía;Australia;X;Individual;False;0;1;0;1;0;0;0;0;1
2017;12;Desconocido;Desconocido;O;Public administration and defence, compulsory social security;False;1;0;0;0;1;0;0;0;1
2017;12;Europa;Italia;O;Public administration and defence, compulsory social security;False;0;1;0;0;0;0;1;0;1
2017;12;Europa;Países Bajos;J;Information and communication;False;0;2;0;1;1;0;0;0;2
2017;12;Europa;Polonia;K;Financial and insurance activities;False;0;1;0;1;0;0;0;0;1
2017;12;Europa;Reino Unido;K;Financial and insurance activities;False;1;0;0;0;1;0;0;0;1
2017;12;Europa;Reino Unido;Q;Human health and social work activities;False;0;2;0;1;0;0;1;0;2
2017;12;Europa;Reino Unido;V;Fintech;False;0;1;0;1;0;0;0;0;1
2017;12;Europa;Reino Unido;X;Individual;False;0;2;0;1;1;0;0;0;2
2017;12;Europa;Rusia;D;Electricity gas steam and air conditioning supply;False;0;1;0;1;0;0;0;0;1
2017;12;Europa;Rusia;K;Financial and insurance activities;False;0;1;0;1;0;0;0;0;1
2017;12;Europa;Rusia;X;Individual;False;0;1;0;1;0;0;0;0;1
2017;12;International;International;K;Financial and insurance activities;False;1;0;0;1;0;0;0;0;1
2017;12;International;International;M;Professional scientific and technical activities;False;1;0;0;0;1;0;0;0;1
2017;12;International;International;O;Public administration and defence, compulsory social security;False;0;1;0;0;0;0;1;0;1
2017;12;International;International;U;Activities of extraterritorial organizations and bodies;False;1;0;0;0;1;0;0;0;1
2017;12;International;International;X;Individual;False;3;19;0;20;2;0;0;0;22
2017;12;International;International;Y;Multiple Industries;False;0;4;0;4;0;0;0;0;4
2018;1;América;Canadá;H;Transportation and storage;False;0;1;0;0;1;0;0;0;1
2018;1;América;Canadá;J;Information and communication;False;0;2;0;2;0;0;0;0;2
2018;1;América;Canadá;Q;Human health and social work activities;False;0;1;0;1;0;0;0;0;1
2018;1;América;Estados Unidos de América;G;Wholesale and retail trade;False;0;2;0;2;0;0;0;0;2
2018;1;América;Estados Unidos de América;J;Information and communication;False;1;3;0;4;0;0;0;0;4
2018;1;América;Estados Unidos de América;K;Financial and insurance activities;False;0;1;0;1;0;0;0;0;1
2018;1;América;Estados Unidos de América;O;Public administration and defence, compulsory social security;False;1;3;0;3;1;0;0;0;4
2018;1;América;Estados Unidos de América;P;Education;False;1;4;0;5;0;0;0;0;5
2018;1;América;Estados Unidos de América;Q;Human health and social work activities;False;0;8;0;8;0;0;0;0;8
2018;1;América;Estados Unidos de América;V;Fintech;False;0;1;0;1;0;0;0;0;1
2018;1;América;Estados Unidos de América;X;Individual;False;2;2;0;4;0;0;0;0;4
2018;1;América;Estados Unidos de América;Z;Unknown;False;0;1;0;1;0;0;0;0;1
2018;1;Asia;China;C;Manufacturing;False;0;1;0;1;0;0;0;0;1
2018;1;Asia;Corea del Norte;X;Individual;False;0;1;0;0;1;0;0;0;1
2018;1;Asia;Corea del Sur;U;Activities of extraterritorial organizations and bodies;False;0;1;0;0;1;0;0;0;1
2018;1;Asia;Corea del Sur;X;Individual;False;1;0;0;0;1;0;0;0;1
2018;1;Asia;Corea del Sur;Y;Multiple Industries;False;1;0;0;0;1;0;0;0;1
2018;1;Asia;Corea del Sur;Z;Unknown;False;1;0;0;1;0;0;0;0;1
2018;1;Asia;Hong kong;R;Arts entertainment and recreation;False;0;2;0;2;0;0;0;0;2
2018;1;Asia;India;K;Financial and insurance activities;False;1;0;0;1;0;0;0;0;1
2018;1;Asia;India;X;Individual;False;2;0;0;0;1;0;1;0;2
2018;1;Asia;Islas Cocos (Keeling);X;Individual;False;0;1;0;1;0;0;0;0;1
2018;1;Asia;Japón;V;Fintech;False;0;1;0;1;0;0;0;0;1
2018;1;Asia;Malasia;Q;Human health and social work activities;False;0;1;0;1;0;0;0;0;1
2018;1;Asia;Turquía;O;Public administration and defence, compulsory social security;False;0;1;0;0;1;0;0;0;1
2018;1;Australia y Oceanía;Australia;H;Transportation and storage;False;0;1;0;1;0;0;0;0;1
2018;1;Australia y Oceanía;Nueva Zelanda;R;Arts entertainment and recreation;False;0;1;0;1;0;0;0;0;1
2018;1;Desconocido;Desconocido;J;Information and communication;False;0;1;0;1;0;0;0;0;1
2018;1;Desconocido;Desconocido;U;Activities of extraterritorial organizations and bodies;False;1;0;0;1;0;0;0;0;1
2018;1;Europa;Alemania;V;Fintech;False;0;1;0;1;0;0;0;0;1
2018;1;Europa;Alemania;X;Individual;False;0;1;0;1;0;0;0;0;1
2018;1;Europa;Italia;X;Individual;False;0;1;0;0;1;0;0;0;1
2018;1;Europa;Noruega;Q;Human health and social work activities;False;0;1;0;1;0;0;0;0;1
2018;1;Europa;Noruega;X;Individual;False;1;0;0;0;0;0;1;0;1
2018;1;Europa;Países Bajos;K;Financial and insurance activities;False;0;3;0;0;0;3;0;0;3
2018;1;Europa;Países Bajos;O;Public administration and defence, compulsory social security;False;0;2;0;0;0;2;0;0;2
2018;1;Europa;Reino Unido;X;Individual;False;0;1;0;1;0;0;0;0;1
2018;1;Europa;Rusia;D;Electricity gas steam and air conditioning supply;False;0;1;0;1;0;0;0;0;1
2018;1;Europa;Rusia;K;Financial and insurance activities;False;0;2;0;2;0;0;0;0;2
2018;1;Europa;Rusia;P;Education;False;0;1;0;1;0;0;0;0;1
2018;1;Europa;Suiza;V;Fintech;False;0;1;0;1;0;0;0;0;1
2018;1;Europa;Ucrania;X;Individual;False;0;2;0;1;1;0;0;0;2
2018;1;International;International;K;Financial and insurance activities;False;0;2;0;2;0;0;0;0;2
2018;1;International;International;O;Public administration and defence, compulsory social security;False;1;0;0;0;1;0;0;0;1
2018;1;International;International;V;Fintech;False;0;3;0;3;0;0;0;0;3
2018;1;International;International;X;Individual;False;1;30;0;30;1;0;0;0;31
2018;1;International;International;Y;Multiple Industries;False;2;5;0;5;2;0;0;0;7
2018;2;América;Brasil;P;Education;False;0;1;0;1;0;0;0;0;1
2018;2;América;Canadá;I;Accommodation and food service activities;False;0;1;0;1;0;0;0;0;1
2018;2;América;Canadá;Q;Human health and social work activities;False;0;1;0;1;0;0;0;0;1
2018;2;América;Estados Unidos de América;C;Manufacturing;False;0;2;0;2;0;0;0;0;2
2018;2;América;Estados Unidos de América;D;Electricity gas steam and air conditioning supply;False;0;1;0;1;0;0;0;0;1
2018;2;América;Estados Unidos de América;G;Wholesale and retail trade;False;0;2;0;2;0;0;0;0;2
2018;2;América;Estados Unidos de América;I;Accommodation and food service activities;False;1;0;0;1;0;0;0;0;1
2018;2;América;Estados Unidos de América;J;Information and communication;False;1;8;0;9;0;0;0;0;9
2018;2;América;Estados Unidos de América;K;Financial and insurance activities;False;0;3;0;3;0;0;0;0;3
2018;2;América;Estados Unidos de América;N;Administrative and support service activities;False;0;1;0;1;0;0;0;0;1
2018;2;América;Estados Unidos de América;O;Public administration and defence, compulsory social security;False;0;13;0;12;0;0;1;0;13
2018;2;América;Estados Unidos de América;P;Education;False;0;5;0;5;0;0;0;0;5
2018;2;América;Estados Unidos de América;Q;Human health and social work activities;False;0;9;0;9;0;0;0;0;9
2018;2;América;Estados Unidos de América;R;Arts entertainment and recreation;False;0;3;0;3;0;0;0;0;3
2018;2;América;Estados Unidos de América;U;Activities of extraterritorial organizations and bodies;False;0;1;0;1;0;0;0;0;1
2018;2;América;Estados Unidos de América;X;Individual;False;0;4;0;4;0;0;0;0;4
2018;2;América;Estados Unidos de América;Y;Multiple Industries;False;1;0;0;1;0;0;0;0;1
2018;2;Asia;China;Y;Multiple Industries;False;0;1;0;1;0;0;0;0;1
2018;2;Asia;Corea del Sur;U;Activities of extraterritorial organizations and bodies;False;0;1;0;0;0;1;0;0;1
2018;2;Asia;India;K;Financial and insurance activities;False;0;2;0;2;0;0;0;0;2
2018;2;Asia;Japón;C;Manufacturing;False;0;1;0;1;0;0;0;0;1
2018;2;Asia;Singapur;J;Information and communication;False;0;1;0;1;0;0;0;0;1
2018;2;Australia y Oceanía;Australia;P;Education;False;1;0;0;0;1;0;0;0;1
2018;2;Australia y Oceanía;Nueva Zelanda;O;Public administration and defence, compulsory social security;False;0;1;0;1;0;0;0;0;1
2018;2;Desconocido;Desconocido;E;Water supply, sewerage waste management, and remediation activities;False;0;1;0;1;0;0;0;0;1
2018;2;Desconocido;Desconocido;K;Financial and insurance activities;False;1;0;0;0;1;0;0;0;1
2018;2;Desconocido;Desconocido;O;Public administration and defence, compulsory social security;False;1;0;0;0;1;0;0;0;1
2018;2;Europa;Alemania;O;Public administration and defence, compulsory social security;False;1;0;0;0;1;0;0;0;1
2018;2;Europa;Francia;J;Information and communication;False;0;1;0;0;1;0;0;0;1
2018;2;Europa;Italia;O;Public administration and defence, compulsory social security;False;1;0;0;0;0;0;1;0;1
2018;2;Europa;Italia;S;Other service activities;False;1;1;0;0;0;0;2;0;2
2018;2;Europa;Italia;U;Activities of extraterritorial organizations and bodies;False;1;0;0;0;0;0;1;0;1
2018;2;Europa;Italia;V;Fintech;False;0;1;0;1;0;0;0;0;1
2018;2;Europa;Reino Unido;M;Professional scientific and technical activities;False;1;0;0;0;1;0;0;0;1
2018;2;Europa;Reino Unido;P;Education;False;0;1;0;1;0;0;0;0;1
2018;2;Europa;Reino Unido;X;Individual;False;0;1;0;1;0;0;0;0;1
2018;2;Europa;Reino Unido;Z;Unknown;False;0;1;0;1;0;0;0;0;1
2018;2;Europa;Rusia;K;Financial and insurance activities;False;0;1;0;1;0;0;0;0;1
2018;2;Europa;Suiza;J;Information and communication;False;0;1;0;1;0;0;0;0;1
2018;2;Europa;Ucrania;S;Other service activities;False;0;1;0;1;0;0;0;0;1
2018;2;International;International;K;Financial and insurance activities;False;1;1;0;2;0;0;0;0;2
2018;2;International;International;X;Individual;False;1;31;0;31;1;0;0;0;32
2018;2;International;International;Y;Multiple Industries;False;6;10;0;11;5;0;0;0;16
2018;3;América;Canadá;G;Wholesale and retail trade;False;1;0;0;1;0;0;0;0;1
2018;3;América;Estados Unidos de América;C;Manufacturing;False;0;3;0;3;0;0;0;0;3
2018;3;América;Estados Unidos de América;E;Water supply, sewerage waste management, and remediation activities;False;0;1;0;1;0;0;0;0;1
2018;3;América;Estados Unidos de América;G;Wholesale and retail trade;False;0;1;0;1;0;0;0;0;1
2018;3;América;Estados Unidos de América;H;Transportation and storage;False;1;2;0;2;1;0;0;0;3
2018;3;América;Estados Unidos de América;I;Accommodation and food service activities;False;0;2;0;2;0;0;0;0;2
2018;3;América;Estados Unidos de América;J;Information and communication;False;0;2;0;2;0;0;0;0;2
2018;3;América;Estados Unidos de América;K;Financial and insurance activities;False;0;2;0;2;0;0;0;0;2
2018;3;América;Estados Unidos de América;O;Public administration and defence, compulsory social security;False;0;2;0;2;0;0;0;0;2
2018;3;América;Estados Unidos de América;P;Education;False;1;5;0;6;0;0;0;0;6
2018;3;América;Estados Unidos de América;Q;Human health and social work activities;False;0;7;0;7;0;0;0;0;7
2018;3;América;Estados Unidos de América;R;Arts entertainment and recreation;False;0;2;0;2;0;0;0;0;2
2018;3;América;Estados Unidos de América;S;Other service activities;False;0;2;0;2;0;0;0;0;2
2018;3;América;Estados Unidos de América;X;Individual;False;0;2;0;1;1;0;0;0;2
2018;3;América;Puerto Rico;D;Electricity gas steam and air conditioning supply;False;0;1;0;1;0;0;0;0;1
2018;3;Asia;Arabia Saudita;D;Electricity gas steam and air conditioning supply;False;0;1;0;0;0;1;0;0;1
2018;3;Asia;China;V;Fintech;False;0;1;0;1;0;0;0;0;1
2018;3;Asia;China;X;Individual;False;0;2;0;1;1;0;0;0;2
2018;3;Asia;Corea del Sur;K;Financial and insurance activities;False;0;1;0;1;0;0;0;0;1
2018;3;Asia;India;D;Electricity gas steam and air conditioning supply;False;0;1;0;1;0;0;0;0;1
2018;3;Asia;India;K;Financial and insurance activities;False;0;1;0;1;0;0;0;0;1
2018;3;Asia;India;M;Professional scientific and technical activities;False;1;0;0;1;0;0;0;0;1
2018;3;Asia;Malasia;K;Financial and insurance activities;False;0;1;0;1;0;0;0;0;1
2018;3;Asia;Siria;X;Individual;False;0;1;0;0;1;0;0;0;1
2018;3;Asia;Turquía;K;Financial and insurance activities;False;1;0;0;0;1;0;0;0;1
2018;3;Asia;Turquía;X;Individual;False;1;0;0;0;1;0;0;0;1
2018;3;Australia y Oceanía;Australia;H;Transportation and storage;False;0;1;0;1;0;0;0;0;1
2018;3;Australia y Oceanía;Australia;O;Public administration and defence, compulsory social security;False;0;1;0;0;1;0;0;0;1
2018;3;Desconocido;Desconocido;O;Public administration and defence, compulsory social security;False;1;0;0;0;1;0;0;0;1
2018;3;Desconocido;Desconocido;S;Other service activities;False;0;1;0;1;0;0;0;0;1
2018;3;Europa;Irlanda;O;Public administration and defence, compulsory social security;False;0;1;0;0;1;0;0;0;1
2018;3;Europa;Italia;O;Public administration and defence, compulsory social security;False;0;1;0;0;0;0;1;0;1
