Year;Mes;Continent;Country_name;Code_target_class;Desc_target_class;ProblemasQC;Author_processed;Code_attack_class
2018;10;América;Estados Unidos de América;Y;Multiple Industries;False;Desconocido;CE
2018;10;International;International;O;Public administration and defence, compulsory social security;False;Conocido;CE
2018;10;América;Estados Unidos de América;O;Public administration and defence, compulsory social security;False;Desconocido;CE
2018;10;International;International;O;Public administration and defence, compulsory social security;False;Conocido;CE
2018;10;Europa;Francia;R;Arts entertainment and recreation;False;Desconocido;CC
2018;10;Asia;Japón;R;Arts entertainment and recreation;False;Desconocido;CC
2018;10;América;Estados Unidos de América;Q;Human health and social work activities;False;Desconocido;CC
2018;10;Europa;Reino Unido;J;Information and communication;False;Conocido;CE
2018;10;Asia;India;Y;Multiple Industries;False;Desconocido;CC
2018;10;International;International;X;Individual;False;Desconocido;CC
2018;10;África;Sudáfrica;J;Information and communication;False;Desconocido;CC
2018;10;Europa;Francia;R;Arts entertainment and recreation;False;Desconocido;CC
2018;10;América;Estados Unidos de América;O;Public administration and defence, compulsory social security;False;Desconocido;CC
2018;10;América;Canadá;Y;Multiple Industries;False;Conocido;CC
2018;10;América;Estados Unidos de América;Q;Human health and social work activities;False;Desconocido;CC
2018;10;América;Estados Unidos de América;V;Fintech;False;Desconocido;CC
2018;10;América;Estados Unidos de América;O;Public administration and defence, compulsory social security;False;Desconocido;CC
2018;10;Europa;Reino Unido;Q;Human health and social work activities;False;Conocido;CC
2018;10;América;Estados Unidos de América;O;Public administration and defence, compulsory social security;False;Desconocido;CC
2018;10;América;Estados Unidos de América;X;Individual;False;Conocido;H
2018;10;International;International;X;Individual;False;Desconocido;CC
2018;10;América;Estados Unidos de América;G;Wholesale and retail trade;False;Conocido;CC
2018;10;América;Estados Unidos de América;O;Public administration and defence, compulsory social security;False;Desconocido;CC
2018;10;América;Estados Unidos de América;D;Electricity gas steam and air conditioning supply;False;Desconocido;CC
2018;10;América;Canadá;Q;Human health and social work activities;False;Desconocido;CC
2018;10;Europa;Irlanda;O;Public administration and defence, compulsory social security;False;Desconocido;CC
2018;10;International;International;O;Public administration and defence, compulsory social security;False;Conocido;CE
2018;10;International;International;Y;Multiple Industries;False;Desconocido;CE
2018;10;International;International;Y;Multiple Industries;False;Desconocido;CC
2018;10;Europa;Reino Unido;S;Other service activities;False;Desconocido;CC
2018;10;International;International;X;Individual;False;Desconocido;CC
2018;10;International;International;R;Arts entertainment and recreation;False;Desconocido;CC
2018;10;International;International;X;Individual;False;Desconocido;CC
2018;10;Asia;Israel;X;Individual;False;Desconocido;CC
2018;10;Europa;Ucrania;O;Public administration and defence, compulsory social security;False;Conocido;CE
2018;10;América;Estados Unidos de América;P;Education;False;Desconocido;CC
2018;10;América;Estados Unidos de América;Q;Human health and social work activities;False;Desconocido;CC
2018;10;América;Estados Unidos de América;E;Water supply, sewerage waste management, and remediation activities;False;Desconocido;CC
2018;10;América;Estados Unidos de América;E;Water supply, sewerage waste management, and remediation activities;False;Desconocido;CC
2018;10;Desconocido;Desconocido;V;Fintech;False;Desconocido;CC
2018;10;América;Estados Unidos de América;X;Individual;False;Desconocido;CC
2018;10;International;International;Y;Multiple Industries;False;Desconocido;CC
2018;10;América;Estados Unidos de América;Q;Human health and social work activities;False;Desconocido;CC
2018;10;International;International;X;Individual;False;Desconocido;CC
2018;10;International;International;Y;Multiple Industries;False;Conocido;CW
2018;10;América;Estados Unidos de América;O;Public administration and defence, compulsory social security;False;Desconocido;CC
2018;10;International;International;D;Electricity gas steam and air conditioning supply;False;Conocido;CW
2018;10;Europa;Italia;H;Transportation and storage;False;Desconocido;CE
2018;10;International;International;J;Information and communication;False;Desconocido;CC
2018;10;International;International;X;Individual;False;Desconocido;CC
2018;10;América;Estados Unidos de América;O;Public administration and defence, compulsory social security;False;Desconocido;CC
2018;10;Europa;Reino Unido;R;Arts entertainment and recreation;False;Desconocido;CC
2018;10;International;International;Y;Multiple Industries;False;Conocido;CC
2018;10;América;Estados Unidos de América;O;Public administration and defence, compulsory social security;False;Desconocido;CC
2018;10;International;International;Y;Multiple Industries;False;Conocido;CE
2018;10;América;Estados Unidos de América;O;Public administration and defence, compulsory social security;False;Desconocido;CC
2018;10;International;International;D;Electricity gas steam and air conditioning supply;False;Desconocido;CE
2018;10;International;International;Y;Multiple Industries;False;Conocido;CE
2018;10;International;International;X;Individual;False;Desconocido;CW
2018;10;América;Estados Unidos de América;Q;Human health and social work activities;False;Desconocido;CC
2018;10;International;International;X;Individual;False;Desconocido;CC
2018;10;América;Estados Unidos de América;R;Arts entertainment and recreation;False;Desconocido;CC
2018;10;Europa;Suiza;V;Fintech;False;Desconocido;CC
2018;10;International;International;X;Individual;False;Desconocido;CC
2018;10;Asia;Arabia Saudita;U;Activities of extraterritorial organizations and bodies;False;Desconocido;H
2018;10;América;Estados Unidos de América;U;Activities of extraterritorial organizations and bodies;False;Desconocido;CC
2018;10;International;International;Y;Multiple Industries;False;Desconocido;CC
2018;10;América;México;K;Financial and insurance activities;False;Desconocido;CC
2018;10;International;International;H;Transportation and storage;False;Desconocido;CC
2018;10;International;International;Y;Multiple Industries;False;Conocido;CC
2018;10;International;International;M;Professional scientific and technical activities;False;Desconocido;CC
2018;10;International;International;X;Individual;False;Desconocido;CC
2018;10;América;Estados Unidos de América;Q;Human health and social work activities;False;Desconocido;CC
2018;10;África;Sudáfrica;J;Information and communication;False;Desconocido;CC
2018;10;América;Estados Unidos de América;Q;Human health and social work activities;False;Desconocido;CC
2018;10;Asia;Hong kong;H;Transportation and storage;False;Desconocido;CC
2018;10;International;International;X;Individual;False;Desconocido;CC
2018;10;Asia;Japón;X;Individual;False;Conocido;CC
2018;10;International;International;Y;Multiple Industries;False;Desconocido;CC
2018;10;International;International;Y;Multiple Industries;False;Desconocido;CC
2018;10;International;International;Y;Multiple Industries;False;Conocido;CC
2018;10;International;International;X;Individual;False;Conocido;CW
2018;10;Asia;Pakistán;K;Financial and insurance activities;False;Desconocido;CC
2018;10;International;International;X;Individual;False;Desconocido;CC
2018;10;América;Canadá;V;Fintech;False;Desconocido;CC
2018;10;África;Gabón;O;Public administration and defence, compulsory social security;False;Desconocido;H
2018;10;Europa;Bélgica;R;Arts entertainment and recreation;False;Desconocido;CC
2018;10;Europa;Italia;P;Education;False;Conocido;H
2018;10;International;International;X;Individual;False;Desconocido;CC
2018;10;Desconocido;Desconocido;U;Activities of extraterritorial organizations and bodies;False;Desconocido;CC
2018;10;América;Estados Unidos de América;O;Public administration and defence, compulsory social security;False;Desconocido;CC
2018;10;Europa;Italia;N;Administrative and support service activities;False;Conocido;H
2018;10;Europa;Reino Unido;C;Manufacturing;False;Desconocido;CC
2018;10;International;International;X;Individual;False;Desconocido;CC
2018;10;Asia;Irán;Y;Multiple Industries;False;Desconocido;CW
2018;10;International;International;Y;Multiple Industries;False;Desconocido;CC
2018;10;International;International;I;Accommodation and food service activities;False;Desconocido;CC
2018;10;International;International;X;Individual;False;Desconocido;CC
2018;10;Europa;Italia;Q;Human health and social work activities;False;Conocido;H
2018;10;International;International;X;Individual;False;Desconocido;CC
2018;10;América;Estados Unidos de América;Q;Human health and social work activities;False;Desconocido;CC
2018;10;Europa;Rusia;K;Financial and insurance activities;False;Conocido;CC
2018;11;International;International;X;Individual;False;Desconocido;CC
2018;11;Europa;Alemania;Y;Multiple Industries;False;Conocido;CE
2018;11;International;International;Y;Multiple Industries;False;Desconocido;CC
2018;11;Europa;Rusia;K;Financial and insurance activities;False;Conocido;CC
2018;11;América;Estados Unidos de América;Q;Human health and social work activities;False;Desconocido;CC
2018;11;América;Estados Unidos de América;J;Information and communication;False;Desconocido;CC
2018;11;International;International;Y;Multiple Industries;False;Conocido;CW
2018;11;América;Estados Unidos de América;Q;Human health and social work activities;False;Desconocido;CC
2018;11;América;Estados Unidos de América;Y;Multiple Industries;False;Conocido;CE
2018;11;América;Canadá;O;Public administration and defence, compulsory social security;False;Desconocido;CC
2018;11;América;Estados Unidos de América;S;Other service activities;False;Conocido;CC
2018;11;Europa;Reino Unido;G;Wholesale and retail trade;False;Conocido;CC
2018;11;Desconocido;Desconocido;U;Activities of extraterritorial organizations and bodies;False;Desconocido;CC
2018;11;International;International;X;Individual;False;Desconocido;CC
2018;11;International;International;Y;Multiple Industries;False;Desconocido;CC
2018;11;América;Estados Unidos de América;P;Education;False;Desconocido;CC
2018;11;International;International;X;Individual;False;Desconocido;CC
2018;11;International;International;Y;Multiple Industries;False;Conocido;CE
2018;11;Europa;Ucrania;O;Public administration and defence, compulsory social security;False;Conocido;CE
2018;11;América;Brasil;G;Wholesale and retail trade;False;Conocido;CC
2018;11;International;International;X;Individual;False;Conocido;CC
2018;11;International;International;Y;Multiple Industries;False;Conocido;CE
2018;11;International;International;K;Financial and insurance activities;False;Conocido;CC
2018;11;América;Estados Unidos de América;P;Education;False;Desconocido;CC
2018;11;International;International;Y;Multiple Industries;False;Desconocido;CC
2018;11;International;International;Y;Multiple Industries;False;Desconocido;CC
2018;11;América;Estados Unidos de América;Y;Multiple Industries;False;Desconocido;CC
2018;11;América;Estados Unidos de América;R;Arts entertainment and recreation;False;Desconocido;CC
2018;11;International;International;Y;Multiple Industries;False;Desconocido;CC
2018;11;América;Estados Unidos de América;Q;Human health and social work activities;False;Desconocido;CC
2018;11;América;Estados Unidos de América;X;Individual;False;Conocido;CC
2018;11;América;Canadá;X;Individual;False;Desconocido;CC
2018;11;Europa;Alemania;J;Information and communication;False;Desconocido;CC
2018;11;Europa;Italia;X;Individual;False;Desconocido;CC
2018;11;International;International;X;Individual;False;Desconocido;CC
2018;11;América;Estados Unidos de América;Q;Human health and social work activities;False;Desconocido;CC
2018;11;International;International;Y;Multiple Industries;False;Desconocido;CE
2018;11;América;Estados Unidos de América;X;Individual;False;Conocido;CC
2018;11;International;International;X;Individual;False;Desconocido;CC
2018;11;International;International;X;Individual;False;Desconocido;CC
2018;11;Europa;Países Bajos;Q;Human health and social work activities;False;Desconocido;CC
2018;11;América;Estados Unidos de América;C;Manufacturing;False;Desconocido;CC
2018;11;International;International;Y;Multiple Industries;False;Desconocido;CC
2018;11;International;International;Y;Multiple Industries;False;Desconocido;CE
2018;11;América;Estados Unidos de América;Q;Human health and social work activities;False;Desconocido;CC
2018;11;International;International;Y;Multiple Industries;False;Conocido;CC
2018;11;International;International;Y;Multiple Industries;False;Desconocido;CE
2018;11;América;Estados Unidos de América;I;Accommodation and food service activities;False;Desconocido;CC
2018;11;Europa;Rusia;H;Transportation and storage;False;Desconocido;CC
2018;11;International;International;O;Public administration and defence, compulsory social security;False;Conocido;CE
2018;11;América;Estados Unidos de América;Q;Human health and social work activities;False;Desconocido;CC
2018;11;América;Estados Unidos de América;O;Public administration and defence, compulsory social security;False;Desconocido;CC
2018;11;América;Estados Unidos de América;I;Accommodation and food service activities;False;Desconocido;CC
2018;11;International;International;X;Individual;False;Conocido;CC
2018;11;International;International;Y;Multiple Industries;False;Desconocido;CC
2018;11;Asia;Turquía;Y;Multiple Industries;False;Conocido;CE
2018;11;Europa;Reino Unido;S;Other service activities;False;Conocido;CC
2018;11;América;Canadá;G;Wholesale and retail trade;False;Desconocido;CC
2018;11;América;Estados Unidos de América;O;Public administration and defence, compulsory social security;False;Desconocido;CC
2018;11;América;Estados Unidos de América;R;Arts entertainment and recreation;False;Desconocido;CC
2018;11;América;Estados Unidos de América;J;Information and communication;False;Desconocido;CC
2018;11;América;Estados Unidos de América;Q;Human health and social work activities;False;Desconocido;CC
2018;12;Asia;China;X;Individual;False;Desconocido;CC
2018;12;Europa;Italia;S;Other service activities;False;Desconocido;CC
2018;12;Europa;República Checa;O;Public administration and defence, compulsory social security;False;Conocido;CE
2018;12;América;Estados Unidos de América;J;Information and communication;False;Desconocido;CC
2018;12;Europa;Países Bajos;G;Wholesale and retail trade;False;Conocido;CC
2018;12;International;International;X;Individual;False;Desconocido;CC
2018;12;América;Estados Unidos de América;Q;Human health and social work activities;False;Desconocido;CC
2018;12;América;Estados Unidos de América;O;Public administration and defence, compulsory social security;False;Desconocido;CE
2018;12;Europa;Ucrania;J;Information and communication;False;Desconocido;CW
2018;12;América;Estados Unidos de América;R;Arts entertainment and recreation;False;Desconocido;CC
2018;12;América;Estados Unidos de América;R;Arts entertainment and recreation;False;Desconocido;CC
2018;12;International;International;Y;Multiple Industries;False;Desconocido;CC
2018;12;América;Estados Unidos de América;P;Education;False;Desconocido;CC
2018;12;América;Barbados;L;Real estate activities;False;Conocido;CC
2018;12;América;Estados Unidos de América;M;Professional scientific and technical activities;False;Conocido;CC
2018;12;Desconocido;Desconocido;V;Fintech;False;Desconocido;CC
2018;12;International;International;Y;Multiple Industries;False;Desconocido;CC
2018;12;International;International;Y;Multiple Industries;False;Desconocido;CC
2018;12;International;International;P;Education;False;Conocido;CE
2018;12;International;International;X;Individual;False;Conocido;CE
2018;12;International;International;G;Wholesale and retail trade;False;Desconocido;CC
2018;12;International;International;Y;Multiple Industries;False;Desconocido;CC
2018;12;International;International;X;Individual;False;Desconocido;CC
2018;12;América;Estados Unidos de América;Q;Human health and social work activities;False;Desconocido;CC
2018;12;América;Estados Unidos de América;G;Wholesale and retail trade;False;Conocido;CC
2018;12;International;International;K;Financial and insurance activities;False;Conocido;CC
2018;12;América;Estados Unidos de América;J;Information and communication;False;Conocido;CC
2018;12;International;International;Y;Multiple Industries;False;Desconocido;CE
2018;12;América;Estados Unidos de América;O;Public administration and defence, compulsory social security;False;Desconocido;CC
2018;12;International;International;X;Individual;False;Desconocido;CC
2018;12;International;International;Y;Multiple Industries;False;Desconocido;CC
2018;12;América;Estados Unidos de América;P;Education;False;Desconocido;CC
2018;12;América;Estados Unidos de América;Q;Human health and social work activities;False;Desconocido;CC
2018;12;Europa;Italia;D;Electricity gas steam and air conditioning supply;False;Conocido;CW
2018;12;International;International;Y;Multiple Industries;False;Conocido;CE
2018;12;América;Estados Unidos de América;Q;Human health and social work activities;False;Desconocido;CC
2018;12;América;Estados Unidos de América;O;Public administration and defence, compulsory social security;False;Desconocido;CC
2018;12;International;International;X;Individual;False;Desconocido;CC
2018;12;International;International;X;Individual;False;Desconocido;CC
2018;12;International;International;X;Individual;False;Desconocido;CC
2018;12;International;International;O;Public administration and defence, compulsory social security;False;Desconocido;CC
2018;12;América;Estados Unidos de América;O;Public administration and defence, compulsory social security;False;Desconocido;CC
2018;12;International;International;Y;Multiple Industries;False;Desconocido;CC
2018;12;International;International;Y;Multiple Industries;False;Desconocido;CC
2018;12;International;International;Y;Multiple Industries;False;Desconocido;CE
2018;12;América;Estados Unidos de América;R;Arts entertainment and recreation;False;Desconocido;CC
2018;12;América;Estados Unidos de América;P;Education;False;Desconocido;CC
2018;12;International;International;Y;Multiple Industries;False;Desconocido;CC
2018;12;Europa;Francia;O;Public administration and defence, compulsory social security;False;Desconocido;CC
2018;12;América;Estados Unidos de América;O;Public administration and defence, compulsory social security;False;Desconocido;CC
2018;12;América;Estados Unidos de América;O;Public administration and defence, compulsory social security;False;Conocido;CE
2018;12;Desconocido;Desconocido;U;Activities of extraterritorial organizations and bodies;False;Desconocido;CC
2018;12;América;Brasil;K;Financial and insurance activities;False;Desconocido;CC
2018;12;América;Estados Unidos de América;O;Public administration and defence, compulsory social security;False;Conocido;CE
2018;12;International;International;X;Individual;False;Desconocido;CC
2018;12;International;International;Y;Multiple Industries;False;Desconocido;CC
2018;12;América;Brasil;M;Professional scientific and technical activities;False;Desconocido;CC
2018;12;América;Estados Unidos de América;C;Manufacturing;False;Desconocido;CC
2018;12;International;International;Y;Multiple Industries;False;Conocido;CC
2018;12;International;International;X;Individual;False;Desconocido;CE
2018;12;América;Estados Unidos de América;Q;Human health and social work activities;False;Desconocido;CC
2018;12;International;International;X;Individual;False;Desconocido;CE
2018;12;América;Estados Unidos de América;J;Information and communication;False;Desconocido;CC
2018;12;América;Estados Unidos de América;Q;Human health and social work activities;False;Desconocido;CC
2018;12;América;Estados Unidos de América;O;Public administration and defence, compulsory social security;False;Desconocido;CC
2018;12;América;Estados Unidos de América;J;Information and communication;False;Desconocido;CC
2018;12;América;Estados Unidos de América;Q;Human health and social work activities;False;Desconocido;CC
2018;12;International;International;O;Public administration and defence, compulsory social security;False;Conocido;CE
2018;12;Europa;Reino Unido;S;Other service activities;False;Desconocido;CE
2018;12;International;International;K;Financial and insurance activities;False;Desconocido;CC
2018;12;América;Estados Unidos de América;O;Public administration and defence, compulsory social security;False;Desconocido;CC
2018;12;América;Estados Unidos de América;G;Wholesale and retail trade;False;Desconocido;CC
2018;12;Europa;Reino Unido;C;Manufacturing;False;Desconocido;CC
2018;12;Europa;Rusia;M;Professional scientific and technical activities;False;Conocido;H
2018;12;International;International;N;Administrative and support service activities;False;Conocido;CE
2018;12;América;Estados Unidos de América;I;Accommodation and food service activities;False;Desconocido;CC
2018;12;América;Estados Unidos de América;G;Wholesale and retail trade;False;Desconocido;CC
2018;12;Europa;Reino Unido;X;Individual;False;Desconocido;CC
2018;12;América;Estados Unidos de América;G;Wholesale and retail trade;False;Desconocido;CC
2018;12;América;Estados Unidos de América;Q;Human health and social work activities;False;Desconocido;CC
2018;12;Europa;Alemania;V;Fintech;False;Desconocido;CC
2018;12;América;Estados Unidos de América;P;Education;False;Desconocido;CC
2018;12;América;Canadá;O;Public administration and defence, compulsory social security;False;Desconocido;CC
2018;12;Australia y Oceanía;Australia;O;Public administration and defence, compulsory social security;False;Desconocido;CC
2018;12;Asia;China;Y;Multiple Industries;False;Desconocido;CC
2018;12;Europa;Reino Unido;K;Financial and insurance activities;False;Desconocido;CE
2018;12;Europa;Italia;O;Public administration and defence, compulsory social security;False;Desconocido;H
2018;12;Europa;Reino Unido;X;Individual;False;Desconocido;CC
2018;12;International;International;Y;Multiple Industries;False;Desconocido;CC
2018;12;Asia;Filipinas;J;Information and communication;False;Desconocido;CC
2018;12;International;International;Y;Multiple Industries;False;Desconocido;CC
2018;12;International;International;R;Arts entertainment and recreation;False;Desconocido;CC
2018;12;América;Estados Unidos de América;J;Information and communication;False;Desconocido;CC
2018;12;Europa;Italia;C;Manufacturing;False;Desconocido;CE
2018;12;América;Estados Unidos de América;G;Wholesale and retail trade;False;Desconocido;CC
2018;12;Asia;Corea del Sur;O;Public administration and defence, compulsory social security;False;Desconocido;CE
2018;12;América;Estados Unidos de América;Q;Human health and social work activities;False;Desconocido;CC
2018;12;América;Estados Unidos de América;P;Education;False;Desconocido;CC
2018;12;América;Estados Unidos de América;P;Education;False;Desconocido;CC
2018;12;International;International;X;Individual;False;Desconocido;CC
2018;12;América;Estados Unidos de América;Q;Human health and social work activities;False;Desconocido;CC
2018;12;América;Estados Unidos de América;J;Information and communication;False;Desconocido;CC
2018;12;América;Estados Unidos de América;O;Public administration and defence, compulsory social security;False;Desconocido;CC
2018;12;Europa;Italia;O;Public administration and defence, compulsory social security;False;Desconocido;H
2018;12;International;International;K;Financial and insurance activities;False;Conocido;CC
2018;12;América;Estados Unidos de América;Q;Human health and social work activities;False;Desconocido;CC
2018;1;Europa;Reino Unido;X;Individual;False;Desconocido;CC
2018;10;América;Estados Unidos de América;Q;Human health and social work activities;False;Desconocido;CC
2018;1;América;Estados Unidos de América;P;Education;False;Desconocido;CC
2018;11;Australia y Oceanía;Australia;C;Manufacturing;False;Desconocido;CE
2018;1;Asia;Corea del Sur;Z;Unknown;False;Conocido;CC
2018;11;International;International;Y;Multiple Industries;False;Conocido;CC
2018;1;América;Estados Unidos de América;J;Information and communication;False;Conocido;CC
2018;11;Europa;Italia;J;Information and communication;False;Conocido;H
2018;1;International;International;X;Individual;False;Desconocido;CC
2018;11;América;Canadá;P;Education;False;Desconocido;CC
2018;1;International;International;X;Individual;False;Desconocido;CC
2018;11;International;International;X;Individual;False;Desconocido;CC
2018;1;América;Estados Unidos de América;Q;Human health and social work activities;False;Desconocido;CC
2018;11;América;Estados Unidos de América;Q;Human health and social work activities;False;Desconocido;CC
2018;1;International;International;X;Individual;False;Desconocido;CC
2018;11;América;Estados Unidos de América;K;Financial and insurance activities;False;Desconocido;CC
2018;1;International;International;X;Individual;False;Desconocido;CC
2018;11;International;International;X;Individual;False;Desconocido;CC
2018;1;Asia;Hong kong;R;Arts entertainment and recreation;False;Desconocido;CC
2018;11;Europa;Italia;R;Arts entertainment and recreation;False;Conocido;H
2018;1;Europa;Ucrania;X;Individual;False;Desconocido;CC
2018;11;Europa;Francia;C;Manufacturing;False;Desconocido;CC
2018;1;América;Estados Unidos de América;O;Public administration and defence, compulsory social security;False;Desconocido;CC
2018;11;Europa;Reino Unido;G;Wholesale and retail trade;False;Conocido;CC
2018;1;Asia;Hong kong;R;Arts entertainment and recreation;False;Desconocido;CC
2018;11;América;Estados Unidos de América;I;Accommodation and food service activities;False;Desconocido;CC
2018;1;International;International;X;Individual;False;Desconocido;CC
2018;11;Australia y Oceanía;Australia;I;Accommodation and food service activities;False;Desconocido;CC
2018;1;América;Estados Unidos de América;J;Information and communication;False;Desconocido;CC
2018;11;International;International;X;Individual;False;Desconocido;CC
2018;1;América;Estados Unidos de América;G;Wholesale and retail trade;False;Desconocido;CC
2018;11;International;International;V;Fintech;False;Desconocido;CC
2018;1;América;Estados Unidos de América;Q;Human health and social work activities;False;Desconocido;CC
2018;11;Europa;Italia;O;Public administration and defence, compulsory social security;False;Conocido;H
2018;1;Asia;India;K;Financial and insurance activities;False;Conocido;CC
2018;11;Europa;Italia;Y;Multiple Industries;False;Conocido;H
2018;1;América;Estados Unidos de América;P;Education;False;Conocido;CC
2018;11;International;International;X;Individual;False;Desconocido;CC
2018;1;Asia;Corea del Sur;U;Activities of extraterritorial organizations and bodies;False;Desconocido;CE
2018;11;International;International;X;Individual;False;Desconocido;CC
2018;1;América;Canadá;J;Information and communication;False;Desconocido;CC
2018;11;América;Estados Unidos de América;R;Arts entertainment and recreation;False;Desconocido;CC
2018;1;América;Estados Unidos de América;Q;Human health and social work activities;False;Desconocido;CC
2018;11;Asia;Irán;J;Information and communication;False;Conocido;CW
2018;1;International;International;X;Individual;False;Desconocido;CC
2018;11;Asia;Irán;X;Individual;False;Desconocido;CE
2018;1;Europa;Noruega;Q;Human health and social work activities;False;Desconocido;CC
2018;11;Asia;Camboya;J;Information and communication;False;Desconocido;CC
2018;1;International;International;X;Individual;False;Desconocido;CC
2018;11;Europa;Francia;R;Arts entertainment and recreation;False;Conocido;CC
2018;1;América;Estados Unidos de América;Q;Human health and social work activities;False;Desconocido;CC
2018;11;América;México;J;Information and communication;False;Desconocido;CC
2018;1;América;Estados Unidos de América;Q;Human health and social work activities;False;Desconocido;CC
2018;11;International;International;O;Public administration and defence, compulsory social security;False;Desconocido;CC
2018;1;International;International;O;Public administration and defence, compulsory social security;False;Conocido;CE
2018;11;International;International;Y;Multiple Industries;False;Desconocido;CC
2018;1;International;International;X;Individual;False;Desconocido;CC
2018;11;América;Estados Unidos de América;K;Financial and insurance activities;False;Desconocido;CC
2018;1;International;International;X;Individual;False;Desconocido;CC
2018;11;Europa;España;K;Financial and insurance activities;False;Desconocido;CC
2018;1;Desconocido;Desconocido;U;Activities of extraterritorial organizations and bodies;False;Conocido;CC
2018;11;Asia;Vietnam;J;Information and communication;False;Conocido;CC
2018;1;International;International;X;Individual;False;Desconocido;CC
2018;11;América;Brasil;K;Financial and insurance activities;False;Desconocido;CC
2018;1;Asia;Islas Cocos (Keeling);X;Individual;False;Desconocido;CC
2018;11;International;International;Y;Multiple Industries;False;Desconocido;CC
2018;1;International;International;X;Individual;False;Desconocido;CC
2018;11;International;International;Y;Multiple Industries;False;Desconocido;CC
2018;1;International;International;Y;Multiple Industries;False;Desconocido;CC
2018;11;Asia;Malasia;J;Information and communication;False;Desconocido;CC
2018;1;Europa;Alemania;X;Individual;False;Desconocido;CC
2018;11;América;Estados Unidos de América;Q;Human health and social work activities;False;Desconocido;CC
2018;1;International;International;X;Individual;False;Desconocido;CC
2018;11;International;International;Y;Multiple Industries;False;Desconocido;CC
2018;1;Asia;Corea del Norte;X;Individual;False;Desconocido;CE
2018;11;América;Estados Unidos de América;Q;Human health and social work activities;False;Desconocido;CC
2018;1;América;Estados Unidos de América;Q;Human health and social work activities;False;Desconocido;CC
2018;11;América;Estados Unidos de América;O;Public administration and defence, compulsory social security;False;Desconocido;CC
2018;1;América;Estados Unidos de América;O;Public administration and defence, compulsory social security;False;Conocido;CE
2018;11;International;International;X;Individual;False;Desconocido;CC
2018;1;América;Estados Unidos de América;Q;Human health and social work activities;False;Desconocido;CC
2018;11;América;Estados Unidos de América;O;Public administration and defence, compulsory social security;False;Desconocido;CC
2018;1;International;International;X;Individual;False;Desconocido;CC
2018;11;América;Estados Unidos de América;Q;Human health and social work activities;False;Desconocido;CC
2018;1;Australia y Oceanía;Nueva Zelanda;R;Arts entertainment and recreation;False;Desconocido;CC
2018;11;América;Estados Unidos de América;K;Financial and insurance activities;False;Desconocido;CC
2018;1;Europa;Alemania;V;Fintech;False;Desconocido;CC
2018;11;América;Estados Unidos de América;P;Education;False;Desconocido;CC
2018;1;International;International;X;Individual;False;Desconocido;CC
2018;11;América;Estados Unidos de América;Q;Human health and social work activities;False;Desconocido;CC
2018;1;Asia;India;X;Individual;False;Conocido;H
2018;11;International;International;X;Individual;False;Desconocido;CC
2018;1;Europa;Noruega;X;Individual;False;Conocido;H
2018;11;International;International;X;Individual;False;Desconocido;CC
2018;1;Asia;China;C;Manufacturing;False;Desconocido;CC
2018;11;Asia;Pakistán;O;Public administration and defence, compulsory social security;False;Conocido;CE
2018;1;International;International;X;Individual;False;Desconocido;CC
2018;11;International;International;Y;Multiple Industries;False;Desconocido;CC
2018;1;International;International;K;Financial and insurance activities;False;Desconocido;CC
2018;11;América;Estados Unidos de América;Q;Human health and social work activities;False;Desconocido;CC
2018;1;América;Estados Unidos de América;P;Education;False;Desconocido;CC
2018;11;África;Zimbabue;P;Education;False;Desconocido;CC
2018;1;Asia;Corea del Sur;Y;Multiple Industries;False;Conocido;CE
2018;11;América;Estados Unidos de América;J;Information and communication;False;Desconocido;CC
2018;1;Europa;Italia;X;Individual;False;Desconocido;CE
2018;11;Europa;Reino Unido;C;Manufacturing;False;Conocido;CE
2018;1;América;Estados Unidos de América;X;Individual;False;Conocido;CC
2018;11;International;International;X;Individual;False;Desconocido;CC
2018;1;International;International;V;Fintech;False;Desconocido;CC
2018;11;América;Estados Unidos de América;G;Wholesale and retail trade;False;Desconocido;CC
2018;1;América;Estados Unidos de América;Q;Human health and social work activities;False;Desconocido;CC
2018;11;International;International;X;Individual;False;Desconocido;CC
2018;1;International;International;K;Financial and insurance activities;False;Desconocido;CC
2018;11;América;Estados Unidos de América;Y;Multiple Industries;False;Conocido;CE
2018;1;International;International;Y;Multiple Industries;False;Desconocido;CC
2018;11;Europa;Irlanda;Q;Human health and social work activities;False;Desconocido;CC
2018;1;International;International;V;Fintech;False;Desconocido;CC
2018;11;Europa;Italia;O;Public administration and defence, compulsory social security;False;Desconocido;CC
2018;1;International;International;X;Individual;False;Desconocido;CC
2018;11;América;Estados Unidos de América;R;Arts entertainment and recreation;False;Conocido;CC
2018;1;International;International;Y;Multiple Industries;False;Conocido;CE
2018;11;International;International;Y;Multiple Industries;False;Desconocido;CE
2018;1;International;International;Y;Multiple Industries;False;Desconocido;CC
2018;11;International;International;X;Individual;False;Conocido;CC
2018;1;América;Estados Unidos de América;J;Information and communication;False;Desconocido;CC
2018;11;International;International;K;Financial and insurance activities;False;Desconocido;CC
2018;1;América;Estados Unidos de América;J;Information and communication;False;Desconocido;CC
2018;11;International;International;Y;Multiple Industries;False;Desconocido;CC
2018;1;International;International;V;Fintech;False;Desconocido;CC
2018;11;América;Estados Unidos de América;Q;Human health and social work activities;False;Desconocido;CC
